recommended_structure,roof_area,region,installation_cost,payback_period
Rainwater Barrel,62.01,Tamil Nadu,7201.48,5.16
Cistern,61.92,Tamil Nadu,20478.78,9.8
Infiltration Trench,41.62,Delhi NCR,12324.06,10.58
Recharge Well,45.41,West Bengal,21624.16,7.94
Cistern,97.5,Tamil Nadu,29375.46,8.93
Recharge Well,20.46,Rajasthan,14138.78,34.55
Recharge Well,35.4,West Bengal,18619.03,8.77
Infiltration Trench,88.66,Punjab,21732.75,10.0
Recharge Pit,98.57,Rajasthan,16785.76,11.35
Rainwater Barrel,27.58,Maharashtra,3757.62,4.54
Rainwater Barrel,90.48,Tamil Nadu,10047.52,4.94
Infiltration Trench,49.47,Gujarat,13893.49,13.37
Recharge Well,69.94,Rajasthan,28981.36,20.72
Cistern,48.66,Gujarat,17165.65,15.68
Recharge Well,38.58,Rajasthan,19573.87,25.37
Infiltration Trench,99.95,Gujarat,23990.47,11.43
Rainwater Barrel,25.42,Karnataka,3542.4,5.57
Recharge Well,85.72,Rajasthan,33717.42,19.67
Rainwater Barrel,92.79,Maharashtra,10279.05,3.69
Cistern,65.47,Gujarat,21366.39,14.51
Rainwater Barrel,31.95,Punjab,4194.88,7.5
Rainwater Barrel,37.42,Maharashtra,4742.05,4.22
Recharge Pit,17.51,Delhi NCR,4626.04,11.01
Recharge Pit,26.41,Rajasthan,5961.37,15.05
Recharge Pit,45.17,Punjab,8774.98,9.25
Rainwater Barrel,16.23,Delhi NCR,2622.65,8.08
Infiltration Trench,28.53,Rajasthan,9706.5,19.44
Rainwater Barrel,87.57,Punjab,9756.79,6.37
Infiltration Trench,30.66,Punjab,10131.14,13.49
Infiltration Trench,55.52,Maharashtra,15104.79,6.48
Recharge Pit,43.96,Karnataka,8593.81,6.52
Recharge Well,28.39,Punjab,16518.01,20.78
Cistern,30.65,Karnataka,12661.3,11.02
Recharge Pit,36.0,Tamil Nadu,7399.53,7.61
Recharge Pit,11.88,Maharashtra,3781.35,8.84
Recharge Well,53.17,West Bengal,23950.89,7.51
Cistern,31.21,Gujarat,12803.06,18.23
Rainwater Barrel,54.11,Maharashtra,6410.67,3.95
Rainwater Barrel,40.21,Delhi NCR,5020.94,6.24
Recharge Pit,30.53,Gujarat,6579.55,11.97
Cistern,36.55,Gujarat,14138.35,17.19
Recharge Pit,36.61,West Bengal,7492.24,4.55
Infiltration Trench,69.28,Karnataka,17855.15,7.36
Recharge Pit,34.17,West Bengal,7125.39,4.63
Recharge Pit,38.25,West Bengal,7737.15,4.5
Rainwater Barrel,17.62,Gujarat,2762.04,10.45
Rainwater Barrel,32.35,Punjab,4234.56,7.48
Rainwater Barrel,68.52,Karnataka,7852.2,4.58
Infiltration Trench,41.03,Gujarat,12206.88,14.17
Rainwater Barrel,19.29,Karnataka,2928.82,6.07
Cistern,20.35,Tamil Nadu,10087.53,14.69
Recharge Well,22.86,Karnataka,14857.06,16.25
Cistern,54.59,Rajasthan,18647.02,18.22
Cistern,51.33,Punjab,17832.43,13.23
Rainwater Barrel,10.0,Delhi NCR,2000.0,10.0
Recharge Well,31.79,Rajasthan,17538.48,27.58
Recharge Well,35.65,Rajasthan,18695.75,26.22
Recharge Well,20.47,West Bengal,14140.8,11.51
Infiltration Trench,27.24,West Bengal,9448.41,6.61
Rainwater Barrel,64.42,Rajasthan,7442.48,9.24
Recharge Well,40.63,Gujarat,20187.96,20.7
Infiltration Trench,25.8,Karnataka,9159.14,10.14
Recharge Pit,30.15,Karnataka,6523.23,7.21
Recharge Pit,29.55,Maharashtra,6432.41,6.05
Infiltration Trench,38.13,Gujarat,11625.82,14.52
Infiltration Trench,16.2,Punjab,7240.4,18.24
Rainwater Barrel,23.69,Gujarat,3369.16,9.48
Rainwater Barrel,55.57,Gujarat,6557.3,7.87
Recharge Pit,31.94,Gujarat,6790.32,11.81
Recharge Well,21.65,Punjab,14495.26,23.91
Recharge Pit,22.1,Maharashtra,5315.31,6.68
Recharge Well,47.49,Punjab,22245.61,16.73
Recharge Well,25.56,Tamil Nadu,15668.53,17.03
Rainwater Barrel,42.75,Maharashtra,5275.35,4.11
Cistern,24.21,Tamil Nadu,11051.39,13.53
Cistern,18.82,Tamil Nadu,9705.46,15.28
Infiltration Trench,37.42,Tamil Nadu,11484.14,9.74
Rainwater Barrel,31.54,Karnataka,4154.17,5.27
Recharge Well,46.64,Rajasthan,21993.45,23.58
Cistern,51.52,Rajasthan,17881.19,18.51
Recharge Well,27.69,Tamil Nadu,16306.54,16.36
Cistern,39.43,Tamil Nadu,14856.91,11.16
Cistern,27.26,Delhi NCR,11816.19,14.45
Cistern,45.46,West Bengal,16364.89,6.4
Rainwater Barrel,37.21,Rajasthan,4721.48,10.15
Recharge Pit,24.24,West Bengal,5636.28,5.17
Recharge Well,23.25,West Bengal,14974.34,10.74
Rainwater Barrel,37.88,Delhi NCR,4787.66,6.32
Rainwater Barrel,59.21,West Bengal,6921.03,3.12
Rainwater Barrel,51.97,Maharashtra,6196.9,3.97
Rainwater Barrel,20.67,Delhi NCR,3066.61,7.42
Rainwater Barrel,21.78,West Bengal,3178.19,3.89
Infiltration Trench,23.45,West Bengal,8689.49,7.06
Recharge Well,24.57,Gujarat,15372.42,26.06
Rainwater Barrel,13.35,West Bengal,2335.21,4.66
Recharge Well,49.16,Karnataka,22747.13,11.57
Infiltration Trench,26.37,Maharashtra,9273.11,8.37
Infiltration Trench,41.72,Punjab,12344.47,12.08
Recharge Well,28.28,Rajasthan,16483.71,29.14
Cistern,32.74,Tamil Nadu,13184.34,11.93
Recharge Pit,23.51,West Bengal,5526.43,5.22
Cistern,32.65,Maharashtra,13162.71,8.96
Cistern,21.42,Tamil Nadu,10355.28,14.32
Cistern,32.77,Punjab,13193.05,15.34
Rainwater Barrel,68.62,Maharashtra,7862.19,3.82
Infiltration Trench,42.96,Rajasthan,12592.28,16.75
Cistern,38.3,Maharashtra,14575.73,8.46
Infiltration Trench,17.12,Tamil Nadu,7423.6,13.77
Recharge Well,43.98,Tamil Nadu,21192.59,13.39
Recharge Pit,46.17,Gujarat,8924.78,10.74
Recharge Well,37.87,West Bengal,19360.7,8.52
Recharge Well,36.86,Delhi NCR,19058.16,16.16
Rainwater Barrel,30.87,Maharashtra,4087.38,4.41
Recharge Pit,45.82,Tamil Nadu,8872.87,7.17
Recharge Well,66.59,Karnataka,27976.02,10.5
Recharge Well,39.07,Rajasthan,19719.94,25.24
Recharge Pit,20.37,Karnataka,5055.74,8.27
Recharge Pit,21.17,Punjab,5174.89,11.64
Recharge Well,47.61,Maharashtra,22284.1,9.75
Recharge Pit,20.45,Gujarat,5068.18,13.77
Recharge Well,36.62,Rajasthan,18985.26,25.92
Recharge Well,27.86,Gujarat,16358.31,24.46
Rainwater Barrel,19.37,Delhi NCR,2937.3,7.58
Cistern,50.21,Tamil Nadu,17551.5,10.36
Recharge Well,47.15,West Bengal,22145.72,7.83
Infiltration Trench,16.81,Rajasthan,7362.68,25.02
Cistern,42.13,Punjab,15532.1,14.05
Cistern,39.16,West Bengal,14789.75,6.71
Cistern,50.34,Maharashtra,17584.1,7.76
Rainwater Barrel,36.0,Delhi NCR,4599.54,6.39
Recharge Well,67.59,Delhi NCR,28276.15,13.07
Rainwater Barrel,31.08,Gujarat,4108.33,8.81
Recharge Well,28.9,Delhi NCR,16670.96,18.02
Rainwater Barrel,20.34,Rajasthan,3034.03,11.93
Rainwater Barrel,20.76,Gujarat,3076.0,9.88
Infiltration Trench,19.84,West Bengal,7968.23,7.65
Rainwater Barrel,36.94,Delhi NCR,4693.65,6.35
Recharge Pit,28.95,Maharashtra,6341.98,6.09
Infiltration Trench,39.07,West Bengal,11813.94,5.76
Rainwater Barrel,18.09,Punjab,2809.03,8.87
Cistern,21.59,Maharashtra,10397.09,10.7
Recharge Pit,21.41,Karnataka,5211.08,8.11
Recharge Pit,97.97,Rajasthan,16695.12,11.36
Recharge Pit,30.48,Punjab,6572.41,10.27
Infiltration Trench,32.03,Punjab,10406.92,13.26
Rainwater Barrel,31.86,Gujarat,4185.75,8.76
Rainwater Barrel,71.98,Tamil Nadu,8198.19,5.06
Cistern,14.78,Gujarat,8695.2,26.15
Cistern,32.14,Rajasthan,13034.59,21.63
Recharge Pit,14.71,Rajasthan,4206.75,19.06
Cistern,10.08,Gujarat,7518.84,33.17
Infiltration Trench,22.94,Tamil Nadu,8587.99,11.88
Rainwater Barrel,40.69,Maharashtra,5069.41,4.15
Recharge Pit,22.22,Gujarat,5333.39,13.33
Cistern,40.36,Rajasthan,15090.44,19.94
Infiltration Trench,34.93,Tamil Nadu,10985.25,9.98
Infiltration Trench,30.89,Rajasthan,10178.21,18.83
Cistern,62.33,Tamil Nadu,20583.11,9.78
Rainwater Barrel,24.58,Tamil Nadu,3458.12,6.25
Cistern,40.06,West Bengal,15014.49,6.66
Recharge Pit,13.44,Gujarat,4016.45,16.6
Cistern,34.79,Gujarat,13698.02,17.5
Infiltration Trench,29.12,Gujarat,9823.81,16.07
Cistern,18.34,Tamil Nadu,9584.05,15.49
Rainwater Barrel,40.42,Tamil Nadu,5041.7,5.54
Recharge Well,22.89,Rajasthan,14865.79,32.48
Cistern,78.74,Punjab,24683.84,11.94
Rainwater Barrel,10.0,Gujarat,2000.0,13.33
Rainwater Barrel,37.49,West Bengal,4749.21,3.38
Infiltration Trench,33.83,Karnataka,10766.0,9.09
Rainwater Barrel,28.78,Rajasthan,3877.68,10.78
Rainwater Barrel,25.42,Rajasthan,3541.61,11.15
Rainwater Barrel,34.27,Delhi NCR,4427.15,6.46
Rainwater Barrel,56.32,Gujarat,6632.26,7.85
Recharge Pit,14.35,Maharashtra,4152.84,8.04
Recharge Pit,22.13,Rajasthan,5319.74,16.02
Infiltration Trench,19.59,Delhi NCR,7917.3,14.44
Cistern,19.13,Karnataka,9782.96,13.64
Rainwater Barrel,39.31,West Bengal,4930.59,3.35
Cistern,44.46,Karnataka,16115.88,9.67
Cistern,56.4,Maharashtra,19101.16,7.53
Infiltration Trench,44.82,Gujarat,12963.05,13.77
Rainwater Barrel,46.67,Tamil Nadu,5666.86,5.4
Rainwater Barrel,16.35,Delhi NCR,2634.78,8.06
Recharge Well,69.53,Tamil Nadu,28859.49,11.53
Cistern,29.82,Karnataka,12454.57,11.14
Cistern,55.51,Karnataka,18876.6,9.07
Recharge Pit,16.64,Punjab,4496.27,12.87
Recharge Well,29.35,Punjab,16804.98,20.45
Recharge Pit,53.06,West Bengal,9959.67,4.17
Recharge Pit,33.58,Maharashtra,7037.16,5.82
Recharge Pit,22.71,Punjab,5407.21,11.34
Infiltration Trench,63.75,Punjab,16749.2,10.72
Infiltration Trench,18.44,Maharashtra,7687.15,9.93
Recharge Pit,32.78,Rajasthan,6916.84,14.07
Recharge Well,45.61,Punjab,21682.43,16.98
Cistern,94.43,Rajasthan,28607.18,16.16
Recharge Well,26.33,Rajasthan,15899.89,30.19
Rainwater Barrel,28.84,Gujarat,3884.03,8.98
Infiltration Trench,26.51,Rajasthan,9302.7,20.05
Cistern,37.31,Rajasthan,14327.25,20.48
Cistern,44.43,Punjab,16108.05,13.81
Rainwater Barrel,57.21,Rajasthan,6720.59,9.4
Rainwater Barrel,48.33,Tamil Nadu,5832.86,5.36
Recharge Pit,25.82,Maharashtra,5873.63,6.32
Infiltration Trench,49.73,Punjab,13946.77,11.45
Infiltration Trench,34.67,Maharashtra,10933.29,7.51
Recharge Well,48.07,Delhi NCR,22420.54,14.58
Recharge Pit,49.46,Punjab,9419.14,9.07
Recharge Pit,74.82,Rajasthan,13222.75,11.78
Recharge Pit,27.74,Tamil Nadu,6160.29,8.23
Recharge Pit,25.21,Maharashtra,5781.44,6.37
Infiltration Trench,41.41,Punjab,12282.49,12.11
Infiltration Trench,59.82,Tamil Nadu,15963.02,8.47
Recharge Pit,34.09,Maharashtra,7113.64,5.8
Recharge Well,61.8,Delhi NCR,26539.12,13.42
Cistern,46.76,Karnataka,16690.01,9.52
Cistern,29.95,West Bengal,12486.47,7.41
Recharge Well,43.89,West Bengal,21166.75,8.04
Recharge Pit,26.64,Delhi NCR,5996.69,9.38
Infiltration Trench,37.31,Karnataka,11462.29,8.78
Cistern,19.36,Gujarat,9841.02,22.59
Rainwater Barrel,32.01,Karnataka,4200.59,5.25
Rainwater Barrel,54.59,Gujarat,6458.97,7.89
Recharge Well,48.6,Punjab,22579.27,16.59
Recharge Pit,45.17,Gujarat,8775.42,10.79
Cistern,38.23,West Bengal,14558.64,6.77
Recharge Pit,35.87,West Bengal,7380.62,4.57
Cistern,17.57,Tamil Nadu,9393.72,15.84
Recharge Well,29.87,Gujarat,16961.92,23.66
Recharge Well,36.28,Tamil Nadu,18884.45,14.46
Rainwater Barrel,18.87,West Bengal,2887.42,4.08
Recharge Pit,13.79,Maharashtra,4068.87,8.19
Rainwater Barrel,58.23,Maharashtra,6823.09,3.91
Recharge Pit,33.97,Karnataka,7095.2,6.96
Rainwater Barrel,36.78,Karnataka,4678.13,5.09
Infiltration Trench,43.72,Karnataka,12744.07,8.33
Infiltration Trench,20.27,Gujarat,8053.09,18.92
Infiltration Trench,27.07,Karnataka,9413.06,9.94
Infiltration Trench,70.25,Gujarat,18049.63,12.24
Cistern,25.94,Gujarat,11484.26,19.68
Infiltration Trench,28.99,Rajasthan,9798.7,19.31
Recharge Well,23.69,Rajasthan,15108.44,31.88
Recharge Well,22.86,Gujarat,14859.26,27.08
Cistern,57.55,Maharashtra,19388.75,7.49
Infiltration Trench,10.0,Tamil Nadu,6000.0,19.05
Infiltration Trench,26.35,West Bengal,9270.13,6.7
Infiltration Trench,37.07,West Bengal,11413.24,5.87
Rainwater Barrel,77.35,Punjab,8735.43,6.45
Recharge Pit,18.77,Delhi NCR,4815.86,10.69
Rainwater Barrel,17.24,Rajasthan,2723.88,12.64
Recharge Pit,21.54,Gujarat,5231.12,13.49
Infiltration Trench,47.03,Delhi NCR,13406.63,10.18
Infiltration Trench,35.26,Rajasthan,11051.25,17.91
Rainwater Barrel,16.1,Punjab,2609.78,9.26
Rainwater Barrel,34.81,West Bengal,4480.56,3.43
Recharge Pit,71.93,Tamil Nadu,12789.77,6.59
Recharge Well,37.8,Gujarat,19339.22,21.32
Recharge Pit,35.96,Punjab,7393.31,9.79
Rainwater Barrel,37.05,West Bengal,4705.38,3.39
Rainwater Barrel,40.74,Maharashtra,5074.17,4.15
Cistern,17.57,Rajasthan,9393.63,28.51
Rainwater Barrel,29.49,Gujarat,3948.96,8.93
Cistern,30.27,Delhi NCR,12567.23,13.84
Recharge Well,26.0,Maharashtra,15801.32,12.66
Recharge Pit,46.67,West Bengal,9000.21,4.29
Recharge Pit,24.12,Maharashtra,5617.86,6.47
Cistern,27.66,Karnataka,11915.2,11.49
Recharge Pit,17.64,Tamil Nadu,4645.32,9.76
Rainwater Barrel,40.01,West Bengal,5001.1,3.33
Infiltration Trench,53.03,Maharashtra,14606.99,6.56
Cistern,27.65,Rajasthan,11911.56,22.98
Recharge Pit,49.59,Tamil Nadu,9437.8,7.05
Cistern,30.77,Gujarat,12692.36,18.33
Cistern,10.0,Karnataka,7500.0,20.0
Infiltration Trench,32.27,West Bengal,10454.67,6.17
Rainwater Barrel,30.33,Punjab,4033.23,7.6
Cistern,34.87,Tamil Nadu,13716.37,11.66
Recharge Pit,37.58,Delhi NCR,7637.68,8.47
Recharge Well,23.52,Rajasthan,15057.33,32.0
Cistern,69.11,West Bengal,22276.78,5.73
Cistern,32.04,Delhi NCR,13009.47,13.54
Infiltration Trench,29.97,Tamil Nadu,9993.83,10.59
Rainwater Barrel,48.05,West Bengal,5805.11,3.22
Recharge Well,33.42,Karnataka,18027.16,13.48
Recharge Pit,119.45,Punjab,19917.91,7.94
Recharge Well,29.82,Punjab,16944.81,20.3
Recharge Pit,39.48,Delhi NCR,7922.67,8.36
Rainwater Barrel,22.77,Gujarat,3276.95,9.59
Recharge Pit,51.18,Gujarat,9676.38,10.5
Infiltration Trench,38.64,Karnataka,11728.55,8.67
Infiltration Trench,27.95,Punjab,9590.55,14.0
Infiltration Trench,21.41,Delhi NCR,8281.67,13.82
Infiltration Trench,17.21,Delhi NCR,7441.31,15.45
Recharge Well,40.83,West Bengal,20248.27,8.27
Rainwater Barrel,16.55,West Bengal,2655.29,4.28
Recharge Pit,63.7,Delhi NCR,11555.5,7.56
Recharge Pit,17.61,West Bengal,4641.79,5.86
Infiltration Trench,30.29,Tamil Nadu,10057.97,10.54
Infiltration Trench,21.31,West Bengal,8262.23,7.38
Cistern,33.66,Karnataka,13415.28,10.63
Rainwater Barrel,33.56,Gujarat,4355.73,8.65
Recharge Well,41.36,Gujarat,20409.08,20.56
Recharge Pit,15.44,Tamil Nadu,4315.77,10.35
Cistern,22.6,Rajasthan,10651.12,25.13
Cistern,53.8,Tamil Nadu,18450.0,10.16
Recharge Pit,46.03,Karnataka,8904.38,6.45
Recharge Well,10.0,Delhi NCR,11000.0,34.38
Cistern,39.99,Tamil Nadu,14997.35,11.11
Cistern,19.76,Delhi NCR,9940.53,16.77
Rainwater Barrel,24.63,Karnataka,3463.3,5.62
Recharge Well,29.56,Maharashtra,16867.24,11.89
Cistern,72.15,Karnataka,23036.56,8.51
Recharge Well,19.66,Punjab,13898.38,25.25
Recharge Pit,16.41,Delhi NCR,4461.9,11.33
Infiltration Trench,41.48,Gujarat,12295.57,14.12
Cistern,32.65,Tamil Nadu,13163.69,11.94
Rainwater Barrel,60.55,Maharashtra,7055.19,3.88
Recharge Pit,27.76,Karnataka,6163.95,7.4
Recharge Well,60.67,Delhi NCR,26200.26,13.5
Recharge Pit,33.39,Maharashtra,7007.89,5.83
Cistern,43.14,Rajasthan,15786.15,19.51
Recharge Well,74.59,Punjab,30376.22,14.54
Infiltration Trench,30.46,Rajasthan,10091.77,18.93
Recharge Pit,55.83,Karnataka,10374.68,6.19
Cistern,24.37,Rajasthan,11091.57,24.28
Rainwater Barrel,37.11,Rajasthan,4710.57,10.16
Recharge Well,16.08,Punjab,12824.45,28.48
Recharge Pit,25.73,Punjab,5860.2,10.84
Recharge Pit,19.51,West Bengal,4926.66,5.61
Infiltration Trench,60.97,Punjab,16193.93,10.84
Infiltration Trench,79.0,Maharashtra,19799.23,5.97
Rainwater Barrel,27.73,West Bengal,3773.37,3.63
Rainwater Barrel,22.5,Punjab,3249.92,8.25
Cistern,17.17,Rajasthan,9291.92,28.87
Cistern,37.8,Gujarat,14449.64,16.99
Rainwater Barrel,24.5,Gujarat,3450.45,9.39
Rainwater Barrel,25.17,West Bengal,3516.97,3.73
Recharge Well,74.8,Punjab,30439.47,14.53
Infiltration Trench,28.55,Maharashtra,9710.82,8.1
Cistern,44.4,Tamil Nadu,16100.95,10.74
Infiltration Trench,34.0,Delhi NCR,10800.82,11.34
Infiltration Trench,16.82,Karnataka,7363.42,12.51
Rainwater Barrel,13.16,Maharashtra,2316.5,5.87
Recharge Well,42.26,Tamil Nadu,20676.99,13.59
Recharge Pit,77.64,Karnataka,13645.68,5.86
Recharge Well,38.76,Tamil Nadu,19629.22,14.07
Recharge Well,45.24,Tamil Nadu,21572.86,13.25
Infiltration Trench,21.07,West Bengal,8213.14,7.43
Recharge Well,55.01,Gujarat,24501.88,18.56
Cistern,54.67,Delhi NCR,18666.64,11.38
Infiltration Trench,23.38,Tamil Nadu,8676.09,11.78
Cistern,43.5,Punjab,15874.39,13.9
Recharge Pit,13.69,Karnataka,4053.76,9.87
Infiltration Trench,47.56,Maharashtra,13511.66,6.76
Recharge Pit,24.87,Gujarat,5730.98,12.8
Infiltration Trench,17.93,Karnataka,7585.86,12.09
Rainwater Barrel,40.5,West Bengal,5050.07,3.33
Recharge Well,13.66,Punjab,12096.62,31.64
Rainwater Barrel,39.3,Punjab,4929.93,7.17
Recharge Pit,18.8,Tamil Nadu,4820.01,9.5
Recharge Well,16.89,Punjab,13067.71,27.63
Infiltration Trench,34.12,Delhi NCR,10824.29,11.33
Recharge Well,30.38,West Bengal,17113.45,9.39
Cistern,68.61,Punjab,22151.75,12.3
Recharge Well,17.42,Tamil Nadu,13225.9,21.09
Cistern,65.86,Karnataka,21464.93,8.69
Recharge Well,18.75,West Bengal,13624.91,12.11
Cistern,52.44,Punjab,18110.68,13.16
Recharge Pit,57.57,Gujarat,10635.89,10.26
Rainwater Barrel,38.89,West Bengal,4888.97,3.35
Infiltration Trench,22.3,West Bengal,8459.72,7.23
Recharge Well,15.46,Maharashtra,12639.24,17.03
Rainwater Barrel,12.48,Gujarat,2247.98,12.01
Infiltration Trench,83.61,Gujarat,20721.7,11.8
Infiltration Trench,28.55,Karnataka,9709.52,9.72
Cistern,19.06,Rajasthan,9765.35,27.32
Recharge Pit,18.7,Maharashtra,4804.71,7.14
Recharge Pit,36.01,Gujarat,7402.23,11.42
Rainwater Barrel,27.18,Gujarat,3718.25,9.12
Recharge Pit,12.68,Rajasthan,3902.62,20.51
Recharge Well,51.02,Karnataka,23306.81,11.42
Recharge Pit,39.15,Maharashtra,7873.04,5.59
Rainwater Barrel,83.09,Gujarat,9309.26,7.47
Recharge Pit,58.58,Tamil Nadu,10787.02,6.82
Recharge Well,10.0,Karnataka,11000.0,27.5
Cistern,67.25,Maharashtra,21813.68,7.21
Rainwater Barrel,60.57,Gujarat,7056.67,7.77
Cistern,22.92,Gujarat,10728.88,20.81
Cistern,26.67,Rajasthan,11668.65,23.33
Cistern,40.69,Maharashtra,15171.28,8.29
Infiltration Trench,19.94,Tamil Nadu,7988.66,12.72
Infiltration Trench,29.33,Karnataka,9866.14,9.61
Cistern,54.6,Punjab,18649.79,13.01
Rainwater Barrel,42.9,Delhi NCR,5289.97,6.17
Recharge Well,23.73,Tamil Nadu,15118.06,17.7
Recharge Well,55.22,Punjab,24566.91,15.89
Recharge Pit,38.53,Tamil Nadu,7779.56,7.48
Rainwater Barrel,37.88,Maharashtra,4787.73,4.21
Infiltration Trench,25.6,Punjab,9119.7,14.54
Cistern,33.01,Maharashtra,13251.84,8.92
Recharge Pit,22.49,Punjab,5373.11,11.38
Recharge Well,12.55,Tamil Nadu,11765.01,26.04
Infiltration Trench,28.79,Rajasthan,9758.44,19.37
Infiltration Trench,31.15,Tamil Nadu,10230.68,10.43
Cistern,35.47,Maharashtra,13867.12,8.69
Recharge Well,60.71,Tamil Nadu,26212.43,11.99
Rainwater Barrel,23.9,West Bengal,3389.95,3.78
Infiltration Trench,27.55,West Bengal,9510.67,6.57
Cistern,48.57,Punjab,17143.5,13.45
Rainwater Barrel,22.73,West Bengal,3273.12,3.84
Recharge Well,35.76,Delhi NCR,18728.48,16.37
Infiltration Trench,27.0,Punjab,9400.12,14.21
Rainwater Barrel,29.32,West Bengal,3931.76,3.58
Rainwater Barrel,48.38,Gujarat,5837.93,8.04
Rainwater Barrel,27.47,Tamil Nadu,3747.49,6.06
Infiltration Trench,49.17,Karnataka,13834.87,8.04
Infiltration Trench,12.48,Tamil Nadu,6495.14,16.53
Recharge Pit,16.2,West Bengal,4430.44,6.08
Recharge Well,10.39,Rajasthan,11117.18,53.5
Cistern,18.49,Maharashtra,9621.97,11.57
Rainwater Barrel,83.8,Karnataka,9379.91,4.48
Recharge Pit,32.83,Punjab,6923.95,10.04
Cistern,23.09,Rajasthan,10772.21,24.88
Recharge Pit,48.98,Tamil Nadu,9346.94,7.07
Infiltration Trench,52.56,West Bengal,14512.53,5.26
Rainwater Barrel,17.99,Punjab,2798.57,8.89
Cistern,115.48,Punjab,33870.08,11.17
Cistern,38.02,Gujarat,14505.5,16.96
Cistern,40.49,Gujarat,15123.72,16.6
Cistern,42.46,West Bengal,15615.57,6.54
Cistern,42.42,West Bengal,15604.46,6.54
Recharge Pit,24.27,Delhi NCR,5640.58,9.68
Rainwater Barrel,95.23,Gujarat,10522.66,7.37
Infiltration Trench,28.71,Maharashtra,9742.92,8.08
Infiltration Trench,53.45,Karnataka,14690.13,7.85
Infiltration Trench,26.12,Punjab,9223.12,14.41
Infiltration Trench,23.9,Gujarat,8779.94,17.49
Recharge Pit,85.71,West Bengal,14856.02,3.85
Recharge Well,31.37,Delhi NCR,17410.65,17.34
Rainwater Barrel,32.56,West Bengal,4255.55,3.49
Cistern,38.16,West Bengal,14540.2,6.77
Recharge Well,121.62,West Bengal,44485.41,6.1
Infiltration Trench,97.94,Tamil Nadu,23588.5,7.65
Recharge Well,62.92,Karnataka,26876.51,10.68
Rainwater Barrel,137.94,Gujarat,14793.9,7.15
Cistern,20.65,Punjab,10162.48,18.75
Cistern,45.97,Tamil Nadu,16491.96,10.63
Rainwater Barrel,34.4,West Bengal,4439.5,3.44
Rainwater Barrel,13.67,Maharashtra,2367.35,5.77
Infiltration Trench,41.74,Punjab,12348.74,12.07
Cistern,25.91,Tamil Nadu,11477.23,13.13
Recharge Well,71.29,Maharashtra,29386.88,8.59
Recharge Pit,27.18,Maharashtra,6077.03,6.21
Recharge Pit,26.42,Karnataka,5962.73,7.52
Rainwater Barrel,71.27,Punjab,8127.42,6.52
Infiltration Trench,32.05,Gujarat,10409.85,15.47
Recharge Pit,59.23,Gujarat,10884.59,10.21
Cistern,40.94,Delhi NCR,15235.74,12.4
Rainwater Barrel,41.22,Tamil Nadu,5121.84,5.52
Recharge Well,29.31,Delhi NCR,16793.42,17.9
Rainwater Barrel,42.57,Rajasthan,5256.81,9.88
Recharge Well,31.01,Gujarat,17302.48,23.25
Rainwater Barrel,22.16,Tamil Nadu,3215.58,6.45
Rainwater Barrel,31.43,Karnataka,4143.35,5.27
Rainwater Barrel,63.05,Delhi NCR,7304.92,5.79
Recharge Well,43.29,Karnataka,20988.08,12.12
Recharge Well,48.63,Karnataka,22588.7,11.61
Rainwater Barrel,33.14,West Bengal,4313.98,3.47
Recharge Pit,12.57,West Bengal,3885.11,6.87
Infiltration Trench,17.98,Karnataka,7596.09,12.07
Infiltration Trench,28.66,Delhi NCR,9731.97,12.13
Infiltration Trench,18.77,West Bengal,7754.78,7.87
Recharge Well,25.48,Rajasthan,15643.44,30.7
Recharge Well,25.02,Maharashtra,15506.35,12.91
Recharge Pit,25.4,Maharashtra,5810.18,6.35
Infiltration Trench,67.94,West Bengal,17587.46,4.93
Infiltration Trench,32.25,Delhi NCR,10449.95,11.57
Rainwater Barrel,52.84,Maharashtra,6284.35,3.96
Recharge Well,35.94,Punjab,18783.31,18.66
Infiltration Trench,67.21,Maharashtra,17442.69,6.18
Recharge Pit,55.17,Gujarat,10276.08,10.35
Recharge Pit,24.64,Delhi NCR,5695.52,9.63
Infiltration Trench,88.31,West Bengal,21661.32,4.67
Recharge Well,26.38,West Bengal,15915.05,10.05
Recharge Pit,36.6,Maharashtra,7489.74,5.68
Rainwater Barrel,39.99,Delhi NCR,4998.54,6.25
Recharge Pit,42.27,Rajasthan,8341.16,13.15
Cistern,49.31,Punjab,17327.04,13.39
Cistern,22.68,West Bengal,10670.7,8.36
Recharge Well,47.28,Delhi NCR,22185.14,14.66
Infiltration Trench,44.28,West Bengal,12856.35,5.53
Recharge Well,33.12,West Bengal,17936.98,9.03
Recharge Well,30.12,Gujarat,17035.45,23.57
Recharge Well,22.11,Maharashtra,14632.46,13.79
Recharge Well,42.11,Gujarat,20631.61,20.42
Rainwater Barrel,23.8,Maharashtra,3380.19,4.73
Rainwater Barrel,37.3,West Bengal,4729.8,3.38
Recharge Pit,31.48,Delhi NCR,6721.92,8.9
Cistern,17.0,Karnataka,9248.75,14.51
Recharge Well,20.77,Maharashtra,14229.57,14.28
Recharge Pit,40.54,Karnataka,8081.6,6.64
Cistern,25.48,Punjab,11369.66,17.0
Infiltration Trench,25.05,Gujarat,9009.58,17.13
Rainwater Barrel,22.6,Karnataka,3260.17,5.77
Cistern,22.99,Gujarat,10747.13,20.78
Infiltration Trench,75.29,Maharashtra,19057.79,6.03
