open_space,roof_type,roof_age,runoff_coefficient,location,annual_rainfall,annual_harvestable_water
59,Terracotta and Clay Tiles,44,0.8063,Chennai,1400,60911
265,Galvanized Iron Sheet,45,0.8454,Jaisalmer,210,42779
221,Tiled Roof,17,0.7274,Ahmedabad,800,121318
574,Modern Composite Sheets,19,0.8324,Tezpur,1850,836943
241,Asbestos Sheet,18,0.7589,Raichur,620,106355
503,Concrete Roof,8,0.6597,Kolkata,1800,574567
64,Concrete Roof,18,0.6687,Jaipur,650,26051
110,Metal Roofs,5,0.8631,Anantapur,560,50326
226,Galvanized Iron Sheet,8,0.857,Bengaluru,970,178598
204,Tiled Roof,3,0.685,Jaisalmer,210,28013
261,Modern Composite Sheets,38,0.8439,Patna,1200,241767
208,Terracotta and Clay Tiles,31,0.7781,Sambalpur,1400,209036
445,Concrete Roof,8,0.6205,Jaisalmer,210,55387
424,Tiled Roof,3,0.71,Shillong,2900,836928
133,Terracotta and Clay Tiles,43,0.7735,Purnia,1350,127142
238,Ceramic Tiles,18,0.8046,Shillong,2900,518731
529,Galvanized Iron Sheet,26,0.8678,Hyderabad,800,344234
360,Modern Composite Sheets,27,0.8294,Anantapur,560,156634
453,Concrete Roof,38,0.6461,Tezpur,1850,496170
123,Lime-Finished Roofs,37,0.6555,Hisar,500,37587
296,Metal Roofs,5,0.8571,Anantapur,560,136725
224,Concrete Roof,14,0.6957,Hyderabad,800,117852
437,Metal Roofs,27,0.8794,Bengaluru,970,350143
414,Stone Slabs,22,0.6716,Shillong,2900,758139
239,Metal Roofs,23,0.8513,Purnia,1350,259360
133,Metal Roofs,29,0.8372,Gorakhpur,1250,129296
587,Ceramic Tiles,18,0.7771,Shillong,2900,1258937
313,Stone Slabs,27,0.7134,Kolkata,1800,378085
173,Galvanized Iron Sheet,11,0.8357,Anantapur,560,76228
65,Galvanized Iron Sheet,4,0.8736,Bengaluru,970,52997
255,Galvanized Iron Sheet,4,0.8512,Mumbai,2250,463664
468,Galvanized Iron Sheet,23,0.8406,Lucknow,1000,366695
530,Terracotta and Clay Tiles,30,0.7703,Anantapur,560,212342
228,Tiled Roof,24,0.6802,Raichur,620,89729
203,Modern Composite Sheets,6,0.8433,Bhopal,1150,187501
538,Stone Slabs,22,0.7372,Hyderabad,800,296412
355,Modern Composite Sheets,23,0.8344,Pune,720,201735
589,Modern Composite Sheets,49,0.8593,Gorakhpur,1250,577749
186,Metal Roofs,25,0.8801,Sagar,1100,169935
366,Metal Roofs,28,0.8325,Jaisalmer,210,59920
231,Tiled Roof,32,0.6762,Gorakhpur,1250,181683
182,Stone Slabs,19,0.7386,Pune,720,90855
319,Metal Roofs,19,0.8788,Jaipur,650,171968
427,Ceramic Tiles,45,0.7997,Wardha,1060,334869
162,Modern Composite Sheets,44,0.8146,Sagar,1100,133204
587,Lime-Finished Roofs,31,0.6416,Jaisalmer,210,73655
442,Metal Roofs,6,0.8914,Pune,720,268725
428,Concrete Roof,23,0.674,Purnia,1350,366251
566,Asbestos Sheet,13,0.7391,Purnia,1350,540366
449,Metal Roofs,21,0.8648,Hyderabad,800,293271
361,Ceramic Tiles,12,0.8184,Lucknow,1000,277780
385,Stone Slabs,40,0.6894,Sambalpur,1400,343557
202,Lime-Finished Roofs,4,0.6795,Chennai,1400,183021
201,Galvanized Iron Sheet,24,0.8539,Lucknow,1000,159687
73,Lime-Finished Roofs,8,0.6929,Lucknow,1000,48324
320,Ceramic Tiles,36,0.7866,Bathinda,420,97960
428,Ceramic Tiles,42,0.8047,Jaipur,650,207876
346,Galvanized Iron Sheet,44,0.8332,Patna,1200,319690
85,Metal Roofs,46,0.8431,Sambalpur,1400,92296
380,Asbestos Sheet,2,0.793,Ahmedabad,800,232422
48,Concrete Roof,41,0.6874,Ahmedabad,800,24356
71,Galvanized Iron Sheet,23,0.8828,Ahmedabad,800,47469
394,Tiled Roof,21,0.7221,Lucknow,1000,265568
410,Galvanized Iron Sheet,33,0.8717,Bathinda,420,139574
345,Ceramic Tiles,28,0.7945,Hyderabad,800,205268
430,Lime-Finished Roofs,44,0.6607,Patna,1200,310181
253,Stone Slabs,37,0.6739,Pune,720,114104
497,Lime-Finished Roofs,31,0.6755,Sambalpur,1400,437949
350,Galvanized Iron Sheet,41,0.8599,Tezpur,1850,507730
322,Asbestos Sheet,10,0.7574,Bhopal,1150,267956
257,Concrete Roof,20,0.6444,Sambalpur,1400,219587
500,Metal Roofs,8,0.8519,Jaisalmer,210,85981
166,Tiled Roof,21,0.6786,Wardha,1060,112869
149,Metal Roofs,43,0.81,Raichur,620,68177
566,Galvanized Iron Sheet,46,0.8408,Hyderabad,800,345102
489,Concrete Roof,36,0.6772,Delhi,780,239605
255,Ceramic Tiles,7,0.7851,Anantapur,560,107895
376,Asbestos Sheet,48,0.7268,Gorakhpur,1250,312822
526,Concrete Roof,9,0.6772,Mumbai,2250,767591
307,Tiled Roof,1,0.6926,Sagar,1100,225879
416,Stone Slabs,21,0.7253,Delhi,780,221839
269,Concrete Roof,28,0.6722,Sambalpur,1400,236822
485,Lime-Finished Roofs,19,0.6655,Ahmedabad,800,241540
168,Stone Slabs,19,0.7019,Shillong,2900,323664
317,Metal Roofs,37,0.844,Shillong,2900,712544
214,Lime-Finished Roofs,30,0.6845,Kolkata,1800,243578
84,Stone Slabs,43,0.6998,Bathinda,420,22540
397,Terracotta and Clay Tiles,26,0.8144,Lucknow,1000,302168
166,Metal Roofs,48,0.8366,Purnia,1350,172697
497,Galvanized Iron Sheet,48,0.8381,Raichur,620,237012
300,Ceramic Tiles,27,0.7711,Wardha,1060,231204
286,Lime-Finished Roofs,12,0.6376,Sagar,1100,188829
420,Asbestos Sheet,7,0.7451,Sambalpur,1400,415974
181,Ceramic Tiles,32,0.8201,Gorakhpur,1250,172912
406,Modern Composite Sheets,10,0.8194,Sambalpur,1400,442811
215,Tiled Roof,38,0.7017,Bathinda,420,58546
323,Metal Roofs,42,0.8558,Raichur,620,158185
297,Stone Slabs,39,0.7014,Purnia,1350,258974
592,Metal Roofs,22,0.866,Gorakhpur,1250,606572
386,Ceramic Tiles,16,0.7894,Jaisalmer,210,60848
100,Terracotta and Clay Tiles,4,0.8477,Hisar,500,40545
471,Galvanized Iron Sheet,1,0.8466,Shillong,2900,1111529
583,Tiled Roof,14,0.708,Bhopal,1150,448791
298,Modern Composite Sheets,7,0.8419,Tezpur,1850,442960
232,Metal Roofs,36,0.8775,Bengaluru,970,180966
438,Lime-Finished Roofs,7,0.6675,Bhopal,1150,322829
501,Tiled Roof,29,0.7133,Patna,1200,401018
140,Asbestos Sheet,25,0.7402,Kolkata,1800,174565
360,Ceramic Tiles,7,0.809,Kolkata,1800,498509
179,Tiled Roof,18,0.7508,Hyderabad,800,101586
284,Stone Slabs,34,0.7074,Bengaluru,970,179048
65,Concrete Roof,21,0.6495,Jaisalmer,210,8332
407,Terracotta and Clay Tiles,45,0.8056,Hisar,500,151591
193,Concrete Roof,35,0.6703,Delhi,780,92872
404,Modern Composite Sheets,37,0.8035,Hisar,500,149422
313,Metal Roofs,26,0.849,Hisar,500,125159
472,Concrete Roof,2,0.623,Purnia,1350,378883
191,Tiled Roof,8,0.7071,Wardha,1060,135758
373,Tiled Roof,40,0.7158,Sambalpur,1400,343882
344,Lime-Finished Roofs,22,0.6696,Jaipur,650,139211
408,Tiled Roof,13,0.7134,Patna,1200,328203
316,Concrete Roof,45,0.6518,Chennai,1400,265710
581,Terracotta and Clay Tiles,19,0.7836,Sagar,1100,476182
151,Stone Slabs,17,0.7148,Ahmedabad,800,81678
116,Concrete Roof,19,0.6749,Ahmedabad,800,59505
241,Metal Roofs,38,0.8532,Sambalpur,1400,263717
74,Galvanized Iron Sheet,48,0.8501,Anantapur,560,32046
201,Modern Composite Sheets,4,0.8558,Delhi,780,128032
185,Concrete Roof,22,0.6257,Wardha,1060,115777
57,Metal Roofs,45,0.8398,Bathinda,420,18501
326,Lime-Finished Roofs,40,0.6214,Bathinda,420,77585
500,Tiled Roof,50,0.6989,Tezpur,1850,592067
131,Galvanized Iron Sheet,41,0.8687,Lucknow,1000,104827
569,Galvanized Iron Sheet,24,0.8504,Chennai,1400,630151
89,Terracotta and Clay Tiles,39,0.7961,Jaisalmer,210,13673
527,Galvanized Iron Sheet,30,0.835,Sagar,1100,455085
151,Concrete Roof,43,0.6599,Lucknow,1000,91373
120,Concrete Roof,32,0.6707,Mumbai,2250,167713
334,Ceramic Tiles,34,0.7943,Sambalpur,1400,346003
337,Concrete Roof,1,0.6787,Patna,1200,264531
499,Concrete Roof,30,0.6529,Hyderabad,800,242516
158,Metal Roofs,7,0.9162,Kolkata,1800,248649
69,Terracotta and Clay Tiles,1,0.8025,Lucknow,1000,53496
428,Metal Roofs,20,0.8665,Patna,1200,419764
492,Terracotta and Clay Tiles,41,0.8078,Bathinda,420,153885
249,Stone Slabs,20,0.7311,Patna,1200,203605
477,Lime-Finished Roofs,17,0.6548,Hisar,500,146123
132,Galvanized Iron Sheet,22,0.9032,Bengaluru,970,109013
506,Stone Slabs,11,0.6784,Purnia,1350,442031
478,Modern Composite Sheets,20,0.8429,Jaipur,650,244108
230,Ceramic Tiles,7,0.824,Jaipur,650,116835
543,Stone Slabs,22,0.6982,Purnia,1350,481829
522,Tiled Roof,18,0.6866,Shillong,2900,974590
343,Stone Slabs,42,0.7284,Raichur,620,142410
433,Lime-Finished Roofs,24,0.6538,Pune,720,190888
458,Metal Roofs,42,0.8751,Raichur,620,230557
422,Lime-Finished Roofs,26,0.6378,Jaisalmer,210,52556
401,Asbestos Sheet,13,0.7661,Pune,720,207600
306,Asbestos Sheet,11,0.7544,Jaisalmer,210,46103
411,Stone Slabs,44,0.7076,Bhopal,1150,304044
58,Metal Roofs,26,0.8345,Anantapur,560,25325
171,Stone Slabs,25,0.6866,Raichur,620,67449
235,Ceramic Tiles,42,0.8311,Kolkata,1800,321236
320,Galvanized Iron Sheet,40,0.8705,Mumbai,2250,571514
239,Ceramic Tiles,41,0.8265,Ahmedabad,800,144660
461,Asbestos Sheet,12,0.7324,Anantapur,560,180937
560,Stone Slabs,18,0.6872,Shillong,2900,1056572
93,Modern Composite Sheets,49,0.8552,Patna,1200,86560
482,Terracotta and Clay Tiles,34,0.8039,Ahmedabad,800,286780
172,Stone Slabs,36,0.7043,Wardha,1060,119925
454,Tiled Roof,32,0.7308,Patna,1200,370467
398,Stone Slabs,47,0.6935,Shillong,2900,736579
233,Tiled Roof,44,0.6989,Gorakhpur,1250,186483
343,Terracotta and Clay Tiles,35,0.7854,Purnia,1350,335699
431,Asbestos Sheet,17,0.7813,Lucknow,1000,318038
42,Stone Slabs,43,0.7016,Purnia,1350,36186
286,Modern Composite Sheets,44,0.8083,Wardha,1060,223209
117,Terracotta and Clay Tiles,46,0.7807,Shillong,2900,242525
174,Asbestos Sheet,11,0.758,Bathinda,420,52387
333,Modern Composite Sheets,26,0.8179,Bathinda,420,106947
91,Ceramic Tiles,26,0.8127,Kolkata,1800,123843
223,Terracotta and Clay Tiles,15,0.8232,Pune,720,125998
100,Modern Composite Sheets,29,0.8556,Patna,1200,96138
150,Metal Roofs,29,0.8317,Sambalpur,1400,161311
309,Metal Roofs,1,0.8588,Raichur,620,157962
582,Terracotta and Clay Tiles,47,0.8137,Bhopal,1150,497722
184,Lime-Finished Roofs,21,0.6693,Kolkata,1800,209137
203,Concrete Roof,31,0.656,Delhi,780,95887
208,Tiled Roof,30,0.6931,Sagar,1100,148408
504,Concrete Roof,38,0.6608,Bengaluru,970,300938
452,Asbestos Sheet,41,0.7569,Gorakhpur,1250,391817
536,Ceramic Tiles,47,0.8145,Pune,720,288913
430,Ceramic Tiles,40,0.7718,Patna,1200,366143
337,Galvanized Iron Sheet,31,0.8442,Anantapur,560,148628
145,Ceramic Tiles,14,0.779,Tezpur,1850,197139
459,Tiled Roof,25,0.6884,Chennai,1400,415795
323,Concrete Roof,46,0.6798,Mumbai,2250,454833
417,Asbestos Sheet,29,0.7461,Wardha,1060,310230
457,Modern Composite Sheets,13,0.8412,Hisar,500,183670
209,Galvanized Iron Sheet,10,0.8532,Shillong,2900,495994
115,Tiled Roof,31,0.6984,Sagar,1100,82121
525,Ceramic Tiles,15,0.7987,Delhi,780,307355
191,Tiled Roof,6,0.7077,Delhi,780,101581
381,Asbestos Sheet,31,0.7568,Pune,720,194747
263,Galvanized Iron Sheet,4,0.853,Mumbai,2250,480621
63,Lime-Finished Roofs,42,0.6487,Sagar,1100,41384
535,Ceramic Tiles,31,0.814,Delhi,780,313331
184,Modern Composite Sheets,22,0.8334,Delhi,780,112513
563,Terracotta and Clay Tiles,17,0.7932,Sagar,1100,462788
260,Galvanized Iron Sheet,11,0.8533,Wardha,1060,224632
138,Tiled Roof,3,0.7167,Bhopal,1150,109822
73,Terracotta and Clay Tiles,4,0.8244,Bengaluru,970,55985
524,Lime-Finished Roofs,1,0.6454,Hisar,500,162477
522,Tiled Roof,32,0.7087,Chennai,1400,477029
212,Terracotta and Clay Tiles,11,0.8369,Bhopal,1150,194643
561,Lime-Finished Roofs,13,0.6963,Bengaluru,970,360193
238,Stone Slabs,5,0.7126,Tezpur,1850,298038
247,Asbestos Sheet,45,0.7749,Hyderabad,800,139159
124,Metal Roofs,8,0.8672,Bengaluru,970,100242
345,Metal Roofs,43,0.8988,Kolkata,1800,513360
484,Galvanized Iron Sheet,1,0.8529,Sambalpur,1400,550057
586,Ceramic Tiles,28,0.8096,Purnia,1350,599674
382,Terracotta and Clay Tiles,12,0.818,Bhopal,1150,342636
236,Ceramic Tiles,1,0.8094,Raichur,620,112849
367,Terracotta and Clay Tiles,24,0.8168,Ahmedabad,800,224482
138,Stone Slabs,17,0.6875,Shillong,2900,259917
74,Metal Roofs,34,0.8428,Tezpur,1850,105935
458,Modern Composite Sheets,39,0.8202,Sambalpur,1400,481853
227,Tiled Roof,48,0.6826,Hisar,500,71000
436,Ceramic Tiles,31,0.7846,Jaisalmer,210,67192
382,Modern Composite Sheets,2,0.8592,Anantapur,560,175826
87,Galvanized Iron Sheet,38,0.8489,Chennai,1400,95570
320,Ceramic Tiles,26,0.7962,Sagar,1100,263979
304,Lime-Finished Roofs,23,0.6717,Pune,720,137596
370,Stone Slabs,41,0.7062,Purnia,1350,321533
594,Stone Slabs,50,0.7032,Hisar,500,190433
572,Metal Roofs,34,0.8698,Pune,720,332773
224,Modern Composite Sheets,42,0.8154,Sagar,1100,184250
68,Metal Roofs,33,0.8301,Shillong,2900,152992
84,Galvanized Iron Sheet,42,0.8273,Raichur,620,39522
400,Tiled Roof,35,0.7135,Pune,720,190156
389,Terracotta and Clay Tiles,32,0.7806,Raichur,620,175310
419,Galvanized Iron Sheet,10,0.8489,Lucknow,1000,340243
154,Asbestos Sheet,20,0.7809,Lucknow,1000,113398
159,Modern Composite Sheets,29,0.8423,Mumbai,2250,278000
568,Terracotta and Clay Tiles,47,0.8229,Hisar,500,211637
310,Metal Roofs,20,0.8584,Delhi,780,193723
477,Ceramic Tiles,21,0.7824,Tezpur,1850,642644
153,Metal Roofs,48,0.837,Anantapur,560,65471
518,Asbestos Sheet,1,0.7619,Delhi,780,292753
96,Modern Composite Sheets,16,0.8367,Kolkata,1800,137247
45,Metal Roofs,9,0.8834,Kolkata,1800,68515
105,Ceramic Tiles,48,0.8004,Wardha,1060,80889
127,Tiled Roof,39,0.6988,Gorakhpur,1250,103190
581,Asbestos Sheet,38,0.7584,Bathinda,420,172466
278,Terracotta and Clay Tiles,25,0.7925,Hisar,500,103760
200,Stone Slabs,5,0.7338,Pune,720,100247
296,Metal Roofs,14,0.8964,Patna,1200,298830
79,Tiled Roof,48,0.7015,Delhi,780,39556
277,Metal Roofs,45,0.8226,Shillong,2900,609829
144,Ceramic Tiles,21,0.8174,Bhopal,1150,126670
200,Stone Slabs,38,0.6991,Patna,1200,156398
352,Stone Slabs,2,0.7178,Raichur,620,148679
304,Stone Slabs,30,0.6887,Gorakhpur,1250,243304
549,Ceramic Tiles,17,0.8135,Ahmedabad,800,334869
146,Lime-Finished Roofs,13,0.6681,Tezpur,1850,169338
468,Galvanized Iron Sheet,41,0.8508,Chennai,1400,517333
156,Tiled Roof,24,0.684,Sambalpur,1400,140369
573,Lime-Finished Roofs,30,0.6566,Anantapur,560,194891
479,Galvanized Iron Sheet,1,0.8381,Wardha,1060,409146
433,Lime-Finished Roofs,45,0.6729,Delhi,780,207925
567,Lime-Finished Roofs,17,0.6879,Delhi,780,284678
501,Lime-Finished Roofs,21,0.6581,Jaipur,650,201055
191,Lime-Finished Roofs,30,0.6356,Bathinda,420,47848
459,Modern Composite Sheets,13,0.8761,Patna,1200,454048
489,Ceramic Tiles,18,0.82,Pune,720,270532
251,Lime-Finished Roofs,16,0.6709,Chennai,1400,223455
93,Galvanized Iron Sheet,14,0.846,Patna,1200,89287
58,Galvanized Iron Sheet,17,0.873,Lucknow,1000,48205
495,Metal Roofs,48,0.8667,Patna,1200,473881
599,Tiled Roof,38,0.687,Purnia,1350,513454
52,Stone Slabs,21,0.6881,Jaisalmer,210,7008
339,Lime-Finished Roofs,20,0.688,Kolkata,1800,398631
339,Modern Composite Sheets,10,0.8169,Shillong,2900,759119
424,Modern Composite Sheets,18,0.825,Raichur,620,203518
543,Ceramic Tiles,45,0.7922,Raichur,620,244073
62,Galvanized Iron Sheet,14,0.873,Mumbai,2250,114653
69,Concrete Roof,39,0.6614,Raichur,620,25862
540,Galvanized Iron Sheet,22,0.8474,Wardha,1060,454543
495,Tiled Roof,27,0.7214,Bengaluru,970,325959
470,Galvanized Iron Sheet,27,0.8618,Bathinda,420,160255
367,Ceramic Tiles,24,0.7977,Sambalpur,1400,385957
223,Ceramic Tiles,26,0.8055,Raichur,620,103536
106,Stone Slabs,32,0.6656,Sambalpur,1400,92445
187,Lime-Finished Roofs,22,0.6813,Bhopal,1150,136668
348,Tiled Roof,31,0.6994,Jaipur,650,147508
418,Tiled Roof,30,0.7114,Tezpur,1850,512745
559,Terracotta and Clay Tiles,4,0.7863,Shillong,2900,1224131
512,Concrete Roof,42,0.6732,Gorakhpur,1250,393269
90,Stone Slabs,28,0.7164,Wardha,1060,63125
323,Concrete Roof,8,0.6589,Shillong,2900,586161
247,Metal Roofs,18,0.8891,Pune,720,148317
571,Lime-Finished Roofs,36,0.6492,Gorakhpur,1250,427098
199,Terracotta and Clay Tiles,7,0.8193,Lucknow,1000,155291
257,Asbestos Sheet,1,0.7718,Jaisalmer,210,39564
443,Tiled Roof,23,0.7491,Chennai,1400,433291
524,Galvanized Iron Sheet,14,0.8319,Sagar,1100,455826
352,Asbestos Sheet,34,0.769,Mumbai,2250,566776
440,Tiled Roof,40,0.7199,Pune,720,211347
240,Lime-Finished Roofs,11,0.6381,Raichur,620,89675
192,Asbestos Sheet,36,0.7398,Gorakhpur,1250,163305
338,Tiled Roof,44,0.6958,Anantapur,560,121693
304,Galvanized Iron Sheet,26,0.8508,Bengaluru,970,232242
241,Modern Composite Sheets,27,0.8434,Wardha,1060,202565
44,Metal Roofs,14,0.8457,Hisar,500,17466
323,Galvanized Iron Sheet,47,0.8555,Mumbai,2250,566594
488,Stone Slabs,2,0.6945,Kolkata,1800,579106
450,Galvanized Iron Sheet,24,0.8816,Kolkata,1800,664082
527,Ceramic Tiles,23,0.8013,Jaisalmer,210,83874
217,Ceramic Tiles,30,0.8081,Hisar,500,81732
330,Ceramic Tiles,44,0.8051,Ahmedabad,800,195734
547,Ceramic Tiles,18,0.804,Sambalpur,1400,574667
356,Ceramic Tiles,31,0.7866,Anantapur,560,145962
127,Modern Composite Sheets,32,0.875,Lucknow,1000,102658
203,Modern Composite Sheets,23,0.8469,Sambalpur,1400,223676
265,Stone Slabs,20,0.7213,Kolkata,1800,324298
393,Modern Composite Sheets,21,0.8514,Delhi,780,243244
170,Ceramic Tiles,44,0.7787,Pune,720,87598
395,Modern Composite Sheets,19,0.811,Gorakhpur,1250,377778
138,Stone Slabs,26,0.734,Bhopal,1150,108998
531,Stone Slabs,28,0.6904,Bathinda,420,143761
543,Ceramic Tiles,2,0.8318,Mumbai,2250,965085
188,Asbestos Sheet,43,0.724,Hisar,500,62771
89,Lime-Finished Roofs,8,0.6906,Delhi,780,45603
98,Concrete Roof,14,0.6878,Bhopal,1150,74125
429,Galvanized Iron Sheet,19,0.8566,Raichur,620,214410
66,Asbestos Sheet,43,0.7251,Sambalpur,1400,60959
304,Modern Composite Sheets,38,0.8183,Hisar,500,114624
111,Terracotta and Clay Tiles,33,0.8128,Kolkata,1800,151606
237,Lime-Finished Roofs,19,0.6667,Pune,720,107158
81,Terracotta and Clay Tiles,7,0.8089,Patna,1200,75478
159,Modern Composite Sheets,45,0.8255,Bathinda,420,50203
48,Terracotta and Clay Tiles,34,0.7882,Wardha,1060,37246
458,Tiled Roof,30,0.7246,Kolkata,1800,555608
227,Concrete Roof,13,0.6357,Tezpur,1850,254718
154,Asbestos Sheet,13,0.7582,Raichur,620,68755
219,Modern Composite Sheets,3,0.8623,Jaipur,650,118595
77,Modern Composite Sheets,11,0.846,Jaipur,650,40153
400,Metal Roofs,28,0.868,Delhi,780,252623
600,Lime-Finished Roofs,39,0.6422,Gorakhpur,1250,443138
256,Stone Slabs,35,0.6941,Shillong,2900,479458
374,Concrete Roof,49,0.6564,Bhopal,1150,255578
248,Ceramic Tiles,19,0.8302,Bhopal,1150,223332
494,Ceramic Tiles,37,0.829,Gorakhpur,1250,474049
72,Metal Roofs,10,0.8953,Patna,1200,74025
519,Ceramic Tiles,13,0.7973,Sambalpur,1400,550227
435,Stone Slabs,2,0.6887,Shillong,2900,826810
112,Stone Slabs,6,0.7271,Patna,1200,92982
49,Terracotta and Clay Tiles,23,0.8212,Lucknow,1000,37983
463,Asbestos Sheet,37,0.7434,Kolkata,1800,570078
328,Concrete Roof,20,0.6422,Wardha,1060,211964
160,Concrete Roof,38,0.6534,Delhi,780,74802
536,Ceramic Tiles,23,0.8472,Delhi,780,335234
221,Concrete Roof,3,0.6521,Sagar,1100,152809
416,Lime-Finished Roofs,38,0.6394,Bathinda,420,102688
564,Asbestos Sheet,3,0.7411,Tezpur,1850,740979
261,Metal Roofs,47,0.8654,Bhopal,1150,239348
159,Asbestos Sheet,16,0.7609,Patna,1200,137279
355,Modern Composite Sheets,35,0.8578,Ahmedabad,800,223507
279,Modern Composite Sheets,34,0.8408,Chennai,1400,306252
512,Stone Slabs,8,0.7119,Gorakhpur,1250,438008
328,Metal Roofs,9,0.8731,Kolkata,1800,486374
450,Galvanized Iron Sheet,5,0.8668,Gorakhpur,1250,466531
551,Asbestos Sheet,39,0.7582,Hyderabad,800,307745
205,Stone Slabs,30,0.6969,Gorakhpur,1250,166335
484,Lime-Finished Roofs,31,0.6446,Wardha,1060,310516
191,Stone Slabs,39,0.6928,Purnia,1350,165627
266,Stone Slabs,28,0.7448,Delhi,780,145336
557,Modern Composite Sheets,43,0.8025,Shillong,2900,1192795
590,Modern Composite Sheets,18,0.8237,Sagar,1100,503866
131,Metal Roofs,40,0.8524,Hyderabad,800,82419
229,Metal Roofs,6,0.8587,Jaipur,650,121947
418,Terracotta and Clay Tiles,32,0.8026,Delhi,780,242184
244,Terracotta and Clay Tiles,20,0.8067,Hisar,500,92045
239,Concrete Roof,23,0.6386,Ahmedabad,800,115660
181,Galvanized Iron Sheet,42,0.8501,Patna,1200,170072
434,Ceramic Tiles,36,0.809,Patna,1200,390447
497,Modern Composite Sheets,46,0.8341,Patna,1200,452579
409,Concrete Roof,3,0.6541,Gorakhpur,1250,322311
473,Ceramic Tiles,28,0.7714,Bathinda,420,143927
226,Concrete Roof,9,0.6082,Jaisalmer,210,27367
366,Tiled Roof,22,0.6843,Sagar,1100,258001
479,Galvanized Iron Sheet,20,0.8548,Gorakhpur,1250,484255
72,Concrete Roof,8,0.6609,Lucknow,1000,45627
212,Galvanized Iron Sheet,40,0.8428,Wardha,1060,173631
279,Lime-Finished Roofs,19,0.6646,Ahmedabad,800,140578
250,Ceramic Tiles,48,0.8044,Bhopal,1150,212818
207,Concrete Roof,35,0.6393,Chennai,1400,172704
379,Lime-Finished Roofs,15,0.6816,Purnia,1350,329316
202,Concrete Roof,41,0.6372,Hyderabad,800,95409
77,Stone Slabs,8,0.7232,Pune,720,38430
493,Ceramic Tiles,38,0.7797,Shillong,2900,1029156
65,Lime-Finished Roofs,44,0.6377,Jaisalmer,210,7987
506,Metal Roofs,43,0.8405,Jaisalmer,210,81365
292,Terracotta and Clay Tiles,41,0.8029,Sambalpur,1400,303628
418,Tiled Roof,29,0.688,Patna,1200,324467
425,Asbestos Sheet,38,0.7533,Mumbai,2250,670905
176,Terracotta and Clay Tiles,50,0.792,Sambalpur,1400,177377
348,Ceramic Tiles,37,0.7679,Sambalpur,1400,347216
78,Galvanized Iron Sheet,19,0.8629,Patna,1200,76685
235,Terracotta and Clay Tiles,13,0.831,Kolkata,1800,332270
141,Terracotta and Clay Tiles,5,0.8047,Hisar,500,54492
304,Modern Composite Sheets,48,0.8126,Jaisalmer,210,47521
253,Stone Slabs,25,0.6973,Jaisalmer,210,34544
88,Asbestos Sheet,41,0.7361,Shillong,2900,173440
413,Concrete Roof,11,0.6541,Kolkata,1800,463898
190,Stone Slabs,32,0.6909,Gorakhpur,1250,151788
340,Modern Composite Sheets,36,0.8233,Bhopal,1150,299097
404,Ceramic Tiles,15,0.8257,Chennai,1400,443896
40,Modern Composite Sheets,7,0.856,Chennai,1400,46075
361,Metal Roofs,16,0.8154,Jaisalmer,210,58383
134,Metal Roofs,29,0.8544,Wardha,1060,113759
398,Lime-Finished Roofs,30,0.6615,Patna,1200,296020
363,Metal Roofs,23,0.8471,Bathinda,420,120878
560,Lime-Finished Roofs,26,0.6625,Delhi,780,270762
178,Terracotta and Clay Tiles,45,0.7835,Jaisalmer,210,26853
524,Terracotta and Clay Tiles,15,0.817,Bengaluru,970,391943
239,Ceramic Tiles,25,0.7953,Tezpur,1850,331017
250,Metal Roofs,19,0.8688,Chennai,1400,284395
250,Concrete Roof,25,0.6558,Wardha,1060,162681
97,Metal Roofs,39,0.8755,Bhopal,1150,89763
219,Modern Composite Sheets,43,0.8657,Mumbai,2250,391633
287,Ceramic Tiles,1,0.8081,Hisar,500,111494
431,Metal Roofs,20,0.8716,Delhi,780,275748
406,Stone Slabs,41,0.6805,Anantapur,560,142607
207,Modern Composite Sheets,14,0.8364,Bathinda,420,68484
214,Concrete Roof,37,0.6742,Bengaluru,970,130575
270,Galvanized Iron Sheet,14,0.8582,Gorakhpur,1250,275095
220,Tiled Roof,39,0.7011,Chennai,1400,198337
108,Terracotta and Clay Tiles,5,0.7953,Sagar,1100,91015
560,Galvanized Iron Sheet,5,0.85,Lucknow,1000,451128
252,Metal Roofs,20,0.859,Jaipur,650,133300
368,Stone Slabs,33,0.7169,Hyderabad,800,194421
524,Stone Slabs,43,0.6901,Gorakhpur,1250,418816
327,Metal Roofs,20,0.8539,Wardha,1060,276030
458,Modern Composite Sheets,39,0.8299,Bengaluru,970,340330
307,Metal Roofs,17,0.8502,Tezpur,1850,453964
67,Concrete Roof,10,0.6637,Chennai,1400,59093
