roof_type,roof_age,region,location,runoff_coefficient
Tiled Roof,21,Urban,Lucknow,0.7221
Galvanized Iron Sheet,33,Rural,Bathinda,0.8717
Ceramic Tiles,28,Urban,Hyderabad,0.7945
Lime-Finished Roofs,44,Urban,Patna,0.6607
Stone Slabs,37,Urban,Pune,0.6739
Lime-Finished Roofs,31,Rural,Sambalpur,0.6755
Galvanized Iron Sheet,41,Rural,Tezpur,0.8599
Asbestos Sheet,10,Urban,Bhopal,0.7574
Concrete Roof,20,Rural,Sambalpur,0.6444
Metal Roofs,8,Rural,Jaisalmer,0.8519
Tiled Roof,21,Rural,Wardha,0.6786
Metal Roofs,43,Rural,Raichur,0.81
Galvanized Iron Sheet,46,Urban,Hyderabad,0.8408
Concrete Roof,36,Urban,Delhi,0.6772
Ceramic Tiles,7,Rural,Anantapur,0.7851
Asbestos Sheet,48,Rural,Gorakhpur,0.7268
Concrete Roof,9,Urban,Mumbai,0.6772
Tiled Roof,1,Rural,Sagar,0.6926
Stone Slabs,21,Urban,Delhi,0.7253
Concrete Roof,28,Rural,Sambalpur,0.6722
Lime-Finished Roofs,19,Urban,Ahmedabad,0.6655
Stone Slabs,19,Rural,Shillong,0.7019
Metal Roofs,37,Rural,Shillong,0.844
Lime-Finished Roofs,30,Urban,Kolkata,0.6845
Stone Slabs,43,Rural,Bathinda,0.6998
Terracotta and Clay Tiles,26,Urban,Lucknow,0.8144
Metal Roofs,48,Rural,Purnia,0.8366
Galvanized Iron Sheet,48,Rural,Raichur,0.8381
Ceramic Tiles,27,Rural,Wardha,0.7711
Lime-Finished Roofs,12,Rural,Sagar,0.6376
Asbestos Sheet,7,Rural,Sambalpur,0.7451
Ceramic Tiles,32,Rural,Gorakhpur,0.8201
Modern Composite Sheets,10,Rural,Sambalpur,0.8194
Tiled Roof,38,Rural,Bathinda,0.7017
Metal Roofs,42,Rural,Raichur,0.8558
Stone Slabs,39,Rural,Purnia,0.7014
Metal Roofs,22,Rural,Gorakhpur,0.866
Ceramic Tiles,16,Rural,Jaisalmer,0.7894
Terracotta and Clay Tiles,4,Rural,Hisar,0.8477
Galvanized Iron Sheet,1,Rural,Shillong,0.8466
Tiled Roof,14,Urban,Bhopal,0.708
Modern Composite Sheets,7,Rural,Tezpur,0.8419
Metal Roofs,36,Urban,Bengaluru,0.8775
Lime-Finished Roofs,7,Urban,Bhopal,0.6675
Tiled Roof,29,Urban,Patna,0.7133
Asbestos Sheet,25,Urban,Kolkata,0.7402
Ceramic Tiles,7,Urban,Kolkata,0.809
Tiled Roof,18,Urban,Hyderabad,0.7508
Stone Slabs,34,Urban,Bengaluru,0.7074
Concrete Roof,21,Rural,Jaisalmer,0.6495
Terracotta and Clay Tiles,45,Rural,Hisar,0.8056
Concrete Roof,35,Urban,Delhi,0.6703
Modern Composite Sheets,37,Rural,Hisar,0.8035
Metal Roofs,26,Rural,Hisar,0.849
Concrete Roof,2,Rural,Purnia,0.623
Tiled Roof,8,Rural,Wardha,0.7071
Tiled Roof,40,Rural,Sambalpur,0.7158
Lime-Finished Roofs,22,Urban,Jaipur,0.6696
Tiled Roof,13,Urban,Patna,0.7134
Concrete Roof,45,Urban,Chennai,0.6518
Terracotta and Clay Tiles,19,Rural,Sagar,0.7836
Stone Slabs,17,Urban,Ahmedabad,0.7148
Concrete Roof,19,Urban,Ahmedabad,0.6749
Metal Roofs,38,Rural,Sambalpur,0.8532
Galvanized Iron Sheet,48,Rural,Anantapur,0.8501
Modern Composite Sheets,4,Urban,Delhi,0.8558
Concrete Roof,22,Rural,Wardha,0.6257
Metal Roofs,45,Rural,Bathinda,0.8398
Lime-Finished Roofs,40,Rural,Bathinda,0.6214
Tiled Roof,50,Rural,Tezpur,0.6989
Galvanized Iron Sheet,41,Urban,Lucknow,0.8687
Galvanized Iron Sheet,24,Urban,Chennai,0.8504
Terracotta and Clay Tiles,39,Rural,Jaisalmer,0.7961
Galvanized Iron Sheet,30,Rural,Sagar,0.835
Concrete Roof,43,Urban,Lucknow,0.6599
Concrete Roof,32,Urban,Mumbai,0.6707
Ceramic Tiles,34,Rural,Sambalpur,0.7943
Concrete Roof,1,Urban,Patna,0.6787
Concrete Roof,30,Urban,Hyderabad,0.6529
Metal Roofs,7,Urban,Kolkata,0.9162
Terracotta and Clay Tiles,1,Urban,Lucknow,0.8025
Metal Roofs,20,Urban,Patna,0.8665
Terracotta and Clay Tiles,41,Rural,Bathinda,0.8078
Stone Slabs,20,Urban,Patna,0.7311
Lime-Finished Roofs,17,Rural,Hisar,0.6548
Galvanized Iron Sheet,22,Urban,Bengaluru,0.9032
Stone Slabs,11,Rural,Purnia,0.6784
Modern Composite Sheets,20,Urban,Jaipur,0.8429
Ceramic Tiles,7,Urban,Jaipur,0.824
Stone Slabs,22,Rural,Purnia,0.6982
Tiled Roof,18,Rural,Shillong,0.6866
Stone Slabs,42,Rural,Raichur,0.7284
Lime-Finished Roofs,24,Urban,Pune,0.6538
Metal Roofs,42,Rural,Raichur,0.8751
Lime-Finished Roofs,26,Rural,Jaisalmer,0.6378
Asbestos Sheet,13,Urban,Pune,0.7661
Asbestos Sheet,11,Rural,Jaisalmer,0.7544
Stone Slabs,44,Urban,Bhopal,0.7076
Metal Roofs,26,Rural,Anantapur,0.8345
Stone Slabs,25,Rural,Raichur,0.6866
Ceramic Tiles,42,Urban,Kolkata,0.8311
Galvanized Iron Sheet,40,Urban,Mumbai,0.8705
Ceramic Tiles,41,Urban,Ahmedabad,0.8265
Asbestos Sheet,12,Rural,Anantapur,0.7324
Stone Slabs,18,Rural,Shillong,0.6872
Modern Composite Sheets,49,Urban,Patna,0.8552
Terracotta and Clay Tiles,34,Urban,Ahmedabad,0.8039
Stone Slabs,36,Rural,Wardha,0.7043
Tiled Roof,32,Urban,Patna,0.7308
Stone Slabs,47,Rural,Shillong,0.6935
Tiled Roof,44,Rural,Gorakhpur,0.6989
Terracotta and Clay Tiles,35,Rural,Purnia,0.7854
Asbestos Sheet,17,Urban,Lucknow,0.7813
Stone Slabs,43,Rural,Purnia,0.7016
Modern Composite Sheets,44,Rural,Wardha,0.8083
Terracotta and Clay Tiles,46,Rural,Shillong,0.7807
Asbestos Sheet,11,Rural,Bathinda,0.758
Modern Composite Sheets,26,Rural,Bathinda,0.8179
Ceramic Tiles,26,Urban,Kolkata,0.8127
Terracotta and Clay Tiles,15,Urban,Pune,0.8232
Modern Composite Sheets,29,Urban,Patna,0.8556
Metal Roofs,29,Rural,Sambalpur,0.8317
Metal Roofs,1,Rural,Raichur,0.8588
Terracotta and Clay Tiles,47,Urban,Bhopal,0.8137
Lime-Finished Roofs,21,Urban,Kolkata,0.6693
Concrete Roof,31,Urban,Delhi,0.656
Tiled Roof,30,Rural,Sagar,0.6931
Concrete Roof,38,Urban,Bengaluru,0.6608
Asbestos Sheet,41,Rural,Gorakhpur,0.7569
Ceramic Tiles,47,Urban,Pune,0.8145
Ceramic Tiles,40,Urban,Patna,0.7718
Galvanized Iron Sheet,31,Rural,Anantapur,0.8442
Ceramic Tiles,14,Rural,Tezpur,0.779
Tiled Roof,25,Urban,Chennai,0.6884
Concrete Roof,46,Urban,Mumbai,0.6798
Asbestos Sheet,29,Rural,Wardha,0.7461
Modern Composite Sheets,13,Rural,Hisar,0.8412
Galvanized Iron Sheet,10,Rural,Shillong,0.8532
Tiled Roof,31,Rural,Sagar,0.6984
Ceramic Tiles,15,Urban,Delhi,0.7987
Tiled Roof,6,Urban,Delhi,0.7077
Asbestos Sheet,31,Urban,Pune,0.7568
Galvanized Iron Sheet,4,Urban,Mumbai,0.853
Lime-Finished Roofs,42,Rural,Sagar,0.6487
Ceramic Tiles,31,Urban,Delhi,0.814
Modern Composite Sheets,22,Urban,Delhi,0.8334
Terracotta and Clay Tiles,17,Rural,Sagar,0.7932
Galvanized Iron Sheet,11,Rural,Wardha,0.8533
Tiled Roof,3,Urban,Bhopal,0.7167
Terracotta and Clay Tiles,4,Urban,Bengaluru,0.8244
Lime-Finished Roofs,1,Rural,Hisar,0.6454
Tiled Roof,32,Urban,Chennai,0.7087
Terracotta and Clay Tiles,11,Urban,Bhopal,0.8369
Lime-Finished Roofs,13,Urban,Bengaluru,0.6963
Stone Slabs,5,Rural,Tezpur,0.7126
Asbestos Sheet,45,Urban,Hyderabad,0.7749
Metal Roofs,8,Urban,Bengaluru,0.8672
Metal Roofs,43,Urban,Kolkata,0.8988
Galvanized Iron Sheet,1,Rural,Sambalpur,0.8529
Ceramic Tiles,28,Rural,Purnia,0.8096
Terracotta and Clay Tiles,12,Urban,Bhopal,0.818
Ceramic Tiles,1,Rural,Raichur,0.8094
Terracotta and Clay Tiles,24,Urban,Ahmedabad,0.8168
Stone Slabs,17,Rural,Shillong,0.6875
Metal Roofs,34,Rural,Tezpur,0.8428
Modern Composite Sheets,39,Rural,Sambalpur,0.8202
Tiled Roof,48,Rural,Hisar,0.6826
Ceramic Tiles,31,Rural,Jaisalmer,0.7846
Modern Composite Sheets,2,Rural,Anantapur,0.8592
Galvanized Iron Sheet,38,Urban,Chennai,0.8489
Ceramic Tiles,26,Rural,Sagar,0.7962
Lime-Finished Roofs,23,Urban,Pune,0.6717
Stone Slabs,41,Rural,Purnia,0.7062
Stone Slabs,50,Rural,Hisar,0.7032
Metal Roofs,34,Urban,Pune,0.8698
Modern Composite Sheets,42,Rural,Sagar,0.8154
Metal Roofs,33,Rural,Shillong,0.8301
Galvanized Iron Sheet,42,Rural,Raichur,0.8273
Tiled Roof,35,Urban,Pune,0.7135
Terracotta and Clay Tiles,32,Rural,Raichur,0.7806
Galvanized Iron Sheet,10,Urban,Lucknow,0.8489
Asbestos Sheet,20,Urban,Lucknow,0.7809
Modern Composite Sheets,29,Urban,Mumbai,0.8423
Terracotta and Clay Tiles,47,Rural,Hisar,0.8229
Metal Roofs,20,Urban,Delhi,0.8584
Ceramic Tiles,21,Rural,Tezpur,0.7824
Metal Roofs,48,Rural,Anantapur,0.837
Asbestos Sheet,1,Urban,Delhi,0.7619
Modern Composite Sheets,16,Urban,Kolkata,0.8367
Metal Roofs,9,Urban,Kolkata,0.8834
Ceramic Tiles,48,Rural,Wardha,0.8004
Tiled Roof,39,Rural,Gorakhpur,0.6988
Asbestos Sheet,38,Rural,Bathinda,0.7584
Terracotta and Clay Tiles,25,Rural,Hisar,0.7925
Stone Slabs,5,Urban,Pune,0.7338
Metal Roofs,14,Urban,Patna,0.8964
Tiled Roof,48,Urban,Delhi,0.7015
Metal Roofs,45,Rural,Shillong,0.8226
Ceramic Tiles,21,Urban,Bhopal,0.8174
Stone Slabs,38,Urban,Patna,0.6991
Stone Slabs,2,Rural,Raichur,0.7178
Stone Slabs,30,Rural,Gorakhpur,0.6887
Ceramic Tiles,17,Urban,Ahmedabad,0.8135
Lime-Finished Roofs,13,Rural,Tezpur,0.6681
Galvanized Iron Sheet,41,Urban,Chennai,0.8508
Tiled Roof,24,Rural,Sambalpur,0.684
Lime-Finished Roofs,30,Rural,Anantapur,0.6566
Galvanized Iron Sheet,1,Rural,Wardha,0.8381
Lime-Finished Roofs,45,Urban,Delhi,0.6729
Lime-Finished Roofs,17,Urban,Delhi,0.6879
Lime-Finished Roofs,21,Urban,Jaipur,0.6581
Lime-Finished Roofs,30,Rural,Bathinda,0.6356
Modern Composite Sheets,13,Urban,Patna,0.8761
Ceramic Tiles,18,Urban,Pune,0.82
Lime-Finished Roofs,16,Urban,Chennai,0.6709
Galvanized Iron Sheet,14,Urban,Patna,0.846
Galvanized Iron Sheet,17,Urban,Lucknow,0.873
Metal Roofs,48,Urban,Patna,0.8667
Tiled Roof,38,Rural,Purnia,0.687
Stone Slabs,21,Rural,Jaisalmer,0.6881
Lime-Finished Roofs,20,Urban,Kolkata,0.688
Modern Composite Sheets,10,Rural,Shillong,0.8169
Modern Composite Sheets,18,Rural,Raichur,0.825
Ceramic Tiles,45,Rural,Raichur,0.7922
Galvanized Iron Sheet,14,Urban,Mumbai,0.873
Concrete Roof,39,Rural,Raichur,0.6614
Galvanized Iron Sheet,22,Rural,Wardha,0.8474
Tiled Roof,27,Urban,Bengaluru,0.7214
Galvanized Iron Sheet,27,Rural,Bathinda,0.8618
Ceramic Tiles,24,Rural,Sambalpur,0.7977
Ceramic Tiles,26,Rural,Raichur,0.8055
Stone Slabs,32,Rural,Sambalpur,0.6656
Lime-Finished Roofs,22,Urban,Bhopal,0.6813
Tiled Roof,31,Urban,Jaipur,0.6994
Tiled Roof,30,Rural,Tezpur,0.7114
Terracotta and Clay Tiles,4,Rural,Shillong,0.7863
Concrete Roof,42,Rural,Gorakhpur,0.6732
Stone Slabs,28,Rural,Wardha,0.7164
Concrete Roof,8,Rural,Shillong,0.6589
Metal Roofs,18,Urban,Pune,0.8891
Lime-Finished Roofs,36,Rural,Gorakhpur,0.6492
Terracotta and Clay Tiles,7,Urban,Lucknow,0.8193
Asbestos Sheet,1,Rural,Jaisalmer,0.7718
Tiled Roof,23,Urban,Chennai,0.7491
Galvanized Iron Sheet,14,Rural,Sagar,0.8319
Asbestos Sheet,34,Urban,Mumbai,0.769
Tiled Roof,40,Urban,Pune,0.7199
Lime-Finished Roofs,11,Rural,Raichur,0.6381
Asbestos Sheet,36,Rural,Gorakhpur,0.7398
Tiled Roof,44,Rural,Anantapur,0.6958
Galvanized Iron Sheet,26,Urban,Bengaluru,0.8508
Modern Composite Sheets,27,Rural,Wardha,0.8434
Metal Roofs,14,Rural,Hisar,0.8457
Galvanized Iron Sheet,47,Urban,Mumbai,0.8555
Stone Slabs,2,Urban,Kolkata,0.6945
Galvanized Iron Sheet,24,Urban,Kolkata,0.8816
Ceramic Tiles,23,Rural,Jaisalmer,0.8013
Ceramic Tiles,30,Rural,Hisar,0.8081
Ceramic Tiles,44,Urban,Ahmedabad,0.8051
Ceramic Tiles,18,Rural,Sambalpur,0.804
Ceramic Tiles,31,Rural,Anantapur,0.7866
Modern Composite Sheets,32,Urban,Lucknow,0.875
Modern Composite Sheets,23,Rural,Sambalpur,0.8469
Stone Slabs,20,Urban,Kolkata,0.7213
Modern Composite Sheets,21,Urban,Delhi,0.8514
Ceramic Tiles,44,Urban,Pune,0.7787
Modern Composite Sheets,19,Rural,Gorakhpur,0.811
Stone Slabs,26,Urban,Bhopal,0.734
Stone Slabs,28,Rural,Bathinda,0.6904
Ceramic Tiles,2,Urban,Mumbai,0.8318
Asbestos Sheet,43,Rural,Hisar,0.724
Lime-Finished Roofs,8,Urban,Delhi,0.6906
Concrete Roof,14,Urban,Bhopal,0.6878
Galvanized Iron Sheet,19,Rural,Raichur,0.8566
Asbestos Sheet,43,Rural,Sambalpur,0.7251
Modern Composite Sheets,38,Rural,Hisar,0.8183
Terracotta and Clay Tiles,33,Urban,Kolkata,0.8128
Lime-Finished Roofs,19,Urban,Pune,0.6667
Terracotta and Clay Tiles,7,Urban,Patna,0.8089
Modern Composite Sheets,45,Rural,Bathinda,0.8255
Terracotta and Clay Tiles,34,Rural,Wardha,0.7882
Tiled Roof,30,Urban,Kolkata,0.7246
Concrete Roof,13,Rural,Tezpur,0.6357
Asbestos Sheet,13,Rural,Raichur,0.7582
Modern Composite Sheets,3,Urban,Jaipur,0.8623
Modern Composite Sheets,11,Urban,Jaipur,0.846
Metal Roofs,28,Urban,Delhi,0.868
Lime-Finished Roofs,39,Rural,Gorakhpur,0.6422
Stone Slabs,35,Rural,Shillong,0.6941
Concrete Roof,49,Urban,Bhopal,0.6564
Ceramic Tiles,19,Urban,Bhopal,0.8302
Ceramic Tiles,37,Rural,Gorakhpur,0.829
Metal Roofs,10,Urban,Patna,0.8953
Ceramic Tiles,13,Rural,Sambalpur,0.7973
Stone Slabs,2,Rural,Shillong,0.6887
Stone Slabs,6,Urban,Patna,0.7271
Terracotta and Clay Tiles,23,Urban,Lucknow,0.8212
Asbestos Sheet,37,Urban,Kolkata,0.7434
Concrete Roof,20,Rural,Wardha,0.6422
Concrete Roof,38,Urban,Delhi,0.6534
Ceramic Tiles,23,Urban,Delhi,0.8472
Concrete Roof,3,Rural,Sagar,0.6521
Lime-Finished Roofs,38,Rural,Bathinda,0.6394
Asbestos Sheet,3,Rural,Tezpur,0.7411
Metal Roofs,47,Urban,Bhopal,0.8654
Asbestos Sheet,16,Urban,Patna,0.7609
Modern Composite Sheets,35,Urban,Ahmedabad,0.8578
Modern Composite Sheets,34,Urban,Chennai,0.8408
Stone Slabs,8,Rural,Gorakhpur,0.7119
Metal Roofs,9,Urban,Kolkata,0.8731
Galvanized Iron Sheet,5,Rural,Gorakhpur,0.8668
Asbestos Sheet,39,Urban,Hyderabad,0.7582
Stone Slabs,30,Rural,Gorakhpur,0.6969
Lime-Finished Roofs,31,Rural,Wardha,0.6446
Stone Slabs,39,Rural,Purnia,0.6928
Stone Slabs,28,Urban,Delhi,0.7448
Modern Composite Sheets,43,Rural,Shillong,0.8025
Modern Composite Sheets,18,Rural,Sagar,0.8237
Metal Roofs,40,Urban,Hyderabad,0.8524
Metal Roofs,6,Urban,Jaipur,0.8587
Terracotta and Clay Tiles,32,Urban,Delhi,0.8026
Terracotta and Clay Tiles,20,Rural,Hisar,0.8067
Concrete Roof,23,Urban,Ahmedabad,0.6386
Galvanized Iron Sheet,42,Urban,Patna,0.8501
Ceramic Tiles,36,Urban,Patna,0.809
Modern Composite Sheets,46,Urban,Patna,0.8341
Concrete Roof,3,Rural,Gorakhpur,0.6541
Ceramic Tiles,28,Rural,Bathinda,0.7714
Concrete Roof,9,Rural,Jaisalmer,0.6082
Tiled Roof,22,Rural,Sagar,0.6843
Galvanized Iron Sheet,20,Rural,Gorakhpur,0.8548
Concrete Roof,8,Urban,Lucknow,0.6609
Galvanized Iron Sheet,40,Rural,Wardha,0.8428
Lime-Finished Roofs,19,Urban,Ahmedabad,0.6646
Ceramic Tiles,48,Urban,Bhopal,0.8044
Concrete Roof,35,Urban,Chennai,0.6393
Lime-Finished Roofs,15,Rural,Purnia,0.6816
Concrete Roof,41,Urban,Hyderabad,0.6372
Stone Slabs,8,Urban,Pune,0.7232
Ceramic Tiles,38,Rural,Shillong,0.7797
Lime-Finished Roofs,44,Rural,Jaisalmer,0.6377
Metal Roofs,43,Rural,Jaisalmer,0.8405
Terracotta and Clay Tiles,41,Rural,Sambalpur,0.8029
Tiled Roof,29,Urban,Patna,0.688
Asbestos Sheet,38,Urban,Mumbai,0.7533
Terracotta and Clay Tiles,50,Rural,Sambalpur,0.792
Ceramic Tiles,37,Rural,Sambalpur,0.7679
Galvanized Iron Sheet,19,Urban,Patna,0.8629
Terracotta and Clay Tiles,13,Urban,Kolkata,0.831
Terracotta and Clay Tiles,5,Rural,Hisar,0.8047
Modern Composite Sheets,48,Rural,Jaisalmer,0.8126
Stone Slabs,25,Rural,Jaisalmer,0.6973
Asbestos Sheet,41,Rural,Shillong,0.7361
Concrete Roof,11,Urban,Kolkata,0.6541
Stone Slabs,32,Rural,Gorakhpur,0.6909
Modern Composite Sheets,36,Urban,Bhopal,0.8233
Ceramic Tiles,15,Urban,Chennai,0.8257
Modern Composite Sheets,7,Urban,Chennai,0.856
Metal Roofs,16,Rural,Jaisalmer,0.8154
Metal Roofs,29,Rural,Wardha,0.8544
Lime-Finished Roofs,30,Urban,Patna,0.6615
Metal Roofs,23,Rural,Bathinda,0.8471
Lime-Finished Roofs,26,Urban,Delhi,0.6625
Terracotta and Clay Tiles,45,Rural,Jaisalmer,0.7835
Terracotta and Clay Tiles,15,Urban,Bengaluru,0.817
Ceramic Tiles,25,Rural,Tezpur,0.7953
Metal Roofs,19,Urban,Chennai,0.8688
Concrete Roof,25,Rural,Wardha,0.6558
Metal Roofs,39,Urban,Bhopal,0.8755
Modern Composite Sheets,43,Urban,Mumbai,0.8657
Ceramic Tiles,1,Rural,Hisar,0.8081
Metal Roofs,20,Urban,Delhi,0.8716
Stone Slabs,41,Rural,Anantapur,0.6805
Modern Composite Sheets,14,Rural,Bathinda,0.8364
Concrete Roof,37,Urban,Bengaluru,0.6742
Galvanized Iron Sheet,14,Rural,Gorakhpur,0.8582
Tiled Roof,39,Urban,Chennai,0.7011
Terracotta and Clay Tiles,5,Rural,Sagar,0.7953
Galvanized Iron Sheet,5,Urban,Lucknow,0.85
Metal Roofs,20,Urban,Jaipur,0.859
Stone Slabs,33,Urban,Hyderabad,0.7169
Stone Slabs,43,Rural,Gorakhpur,0.6901
Metal Roofs,20,Rural,Wardha,0.8539
Modern Composite Sheets,39,Urban,Bengaluru,0.8299
Metal Roofs,17,Rural,Tezpur,0.8502
Concrete Roof,10,Urban,Chennai,0.6637
Tiled Roof,49,Urban,Lucknow,0.7072
Ceramic Tiles,4,Urban,Mumbai,0.8195
Modern Composite Sheets,32,Rural,Anantapur,0.817
Asbestos Sheet,42,Rural,Purnia,0.7684
Asbestos Sheet,32,Rural,Raichur,0.7369
Ceramic Tiles,41,Rural,Sagar,0.8237
Stone Slabs,36,Rural,Raichur,0.7252
Modern Composite Sheets,32,Urban,Jaipur,0.8222
Concrete Roof,17,Rural,Jaisalmer,0.6479
Tiled Roof,37,Urban,Bhopal,0.6812
Ceramic Tiles,31,Urban,Bhopal,0.8506
Metal Roofs,28,Rural,Anantapur,0.8593
Concrete Roof,37,Urban,Patna,0.6774
Modern Composite Sheets,36,Urban,Bhopal,0.8352
Lime-Finished Roofs,25,Urban,Kolkata,0.6548
Galvanized Iron Sheet,46,Rural,Wardha,0.8476
Terracotta and Clay Tiles,2,Urban,Chennai,0.8008
Metal Roofs,5,Rural,Purnia,0.8641
Modern Composite Sheets,8,Urban,Pune,0.8245
Metal Roofs,20,Rural,Jaisalmer,0.841
Concrete Roof,37,Rural,Wardha,0.6418
Terracotta and Clay Tiles,29,Urban,Pune,0.8045
Asbestos Sheet,42,Urban,Kolkata,0.7724
Ceramic Tiles,2,Urban,Hyderabad,0.8411
Lime-Finished Roofs,49,Urban,Delhi,0.6698
Ceramic Tiles,16,Urban,Delhi,0.8229
Lime-Finished Roofs,25,Urban,Bhopal,0.6738
Terracotta and Clay Tiles,20,Urban,Chennai,0.8457
Concrete Roof,41,Urban,Hyderabad,0.6921
Asbestos Sheet,45,Rural,Shillong,0.7711
Metal Roofs,46,Urban,Hyderabad,0.8686
Tiled Roof,1,Rural,Sagar,0.7032
Concrete Roof,15,Rural,Wardha,0.6357
Metal Roofs,17,Rural,Shillong,0.8616
Ceramic Tiles,5,Rural,Anantapur,0.7891
Stone Slabs,6,Rural,Tezpur,0.6782
Stone Slabs,29,Rural,Gorakhpur,0.6854
Galvanized Iron Sheet,34,Urban,Pune,0.8946
Ceramic Tiles,40,Rural,Purnia,0.7762
Concrete Roof,42,Urban,Pune,0.6796
Ceramic Tiles,49,Urban,Pune,0.8256
Lime-Finished Roofs,9,Rural,Tezpur,0.663
Metal Roofs,2,Urban,Jaipur,0.8852
Galvanized Iron Sheet,38,Urban,Lucknow,0.8622
Tiled Roof,43,Urban,Bengaluru,0.7085
Asbestos Sheet,28,Urban,Pune,0.7285
Concrete Roof,38,Rural,Anantapur,0.6618
Stone Slabs,29,Urban,Kolkata,0.71
Tiled Roof,15,Rural,Hisar,0.6856
Stone Slabs,42,Urban,Chennai,0.7024
Modern Composite Sheets,7,Rural,Hisar,0.8263
Stone Slabs,19,Urban,Pune,0.7209
Concrete Roof,6,Urban,Ahmedabad,0.6788
Terracotta and Clay Tiles,28,Urban,Bhopal,0.8201
Metal Roofs,34,Rural,Jaisalmer,0.8465
Terracotta and Clay Tiles,19,Urban,Jaipur,0.8337
Tiled Roof,18,Urban,Patna,0.7273
Terracotta and Clay Tiles,34,Urban,Kolkata,0.8112
Asbestos Sheet,34,Urban,Mumbai,0.7446
Stone Slabs,34,Urban,Jaipur,0.7107
Asbestos Sheet,38,Rural,Hisar,0.7391
Modern Composite Sheets,23,Urban,Jaipur,0.8463
Concrete Roof,46,Rural,Gorakhpur,0.6398
Stone Slabs,14,Urban,Lucknow,0.7294
Tiled Roof,17,Rural,Bathinda,0.6838
Galvanized Iron Sheet,45,Rural,Raichur,0.8194
Terracotta and Clay Tiles,46,Urban,Pune,0.8225
Asbestos Sheet,9,Rural,Anantapur,0.7832
Concrete Roof,35,Rural,Bathinda,0.6337
Galvanized Iron Sheet,17,Urban,Chennai,0.8712
Lime-Finished Roofs,30,Rural,Purnia,0.6304
Stone Slabs,31,Urban,Mumbai,0.7239
Asbestos Sheet,21,Urban,Kolkata,0.7602
Modern Composite Sheets,48,Urban,Lucknow,0.8385
Stone Slabs,34,Urban,Lucknow,0.7188
Concrete Roof,44,Urban,Jaipur,0.6466
Asbestos Sheet,8,Urban,Hyderabad,0.7732
Metal Roofs,28,Urban,Chennai,0.862
Ceramic Tiles,8,Rural,Gorakhpur,0.8075
Tiled Roof,20,Urban,Mumbai,0.7103
Lime-Finished Roofs,13,Urban,Patna,0.6797
Asbestos Sheet,23,Urban,Ahmedabad,0.7915
Terracotta and Clay Tiles,24,Urban,Lucknow,0.8048
Tiled Roof,4,Rural,Wardha,0.682
Modern Composite Sheets,45,Rural,Purnia,0.8059
Concrete Roof,23,Urban,Hyderabad,0.666
Metal Roofs,1,Rural,Anantapur,0.8284
Asbestos Sheet,12,Rural,Sambalpur,0.7371
Terracotta and Clay Tiles,21,Urban,Delhi,0.8099
Tiled Roof,27,Urban,Jaipur,0.7209
Modern Composite Sheets,34,Rural,Anantapur,0.8151
Stone Slabs,29,Rural,Tezpur,0.7034
Asbestos Sheet,1,Urban,Kolkata,0.7673
Asbestos Sheet,36,Rural,Sambalpur,0.7293
Terracotta and Clay Tiles,28,Rural,Sambalpur,0.7862
Concrete Roof,6,Rural,Bathinda,0.6272
Modern Composite Sheets,7,Rural,Purnia,0.8421
Asbestos Sheet,45,Rural,Anantapur,0.7501
Metal Roofs,19,Urban,Delhi,0.8728
Tiled Roof,42,Rural,Sagar,0.6759
Asbestos Sheet,41,Rural,Bathinda,0.731
Metal Roofs,33,Urban,Bhopal,0.8697
Asbestos Sheet,29,Rural,Tezpur,0.7743
Lime-Finished Roofs,45,Urban,Delhi,0.6721
Galvanized Iron Sheet,28,Urban,Hyderabad,0.8729
Concrete Roof,35,Rural,Raichur,0.6439
Terracotta and Clay Tiles,26,Urban,Ahmedabad,0.8129
Lime-Finished Roofs,17,Urban,Ahmedabad,0.6546
Metal Roofs,36,Rural,Anantapur,0.8333
Concrete Roof,17,Rural,Jaisalmer,0.6536
Ceramic Tiles,48,Rural,Raichur,0.7895
Modern Composite Sheets,35,Rural,Gorakhpur,0.831
Concrete Roof,15,Urban,Delhi,0.6441
Lime-Finished Roofs,41,Rural,Jaisalmer,0.663
Lime-Finished Roofs,1,Rural,Gorakhpur,0.6394
Concrete Roof,44,Urban,Lucknow,0.6482
Modern Composite Sheets,42,Urban,Jaipur,0.8264
Terracotta and Clay Tiles,9,Rural,Shillong,0.823
Tiled Roof,25,Rural,Wardha,0.703
Modern Composite Sheets,15,Urban,Jaipur,0.8653
Asbestos Sheet,25,Urban,Chennai,0.7857
Modern Composite Sheets,26,Rural,Hisar,0.8119
Stone Slabs,42,Urban,Hyderabad,0.7109
Terracotta and Clay Tiles,15,Rural,Bathinda,0.8038
Metal Roofs,13,Rural,Jaisalmer,0.8563
Ceramic Tiles,6,Urban,Hyderabad,0.8456
Terracotta and Clay Tiles,11,Urban,Patna,0.785
Ceramic Tiles,36,Urban,Mumbai,0.8047
Ceramic Tiles,22,Rural,Gorakhpur,0.8038
Ceramic Tiles,32,Urban,Delhi,0.8316
Lime-Finished Roofs,37,Rural,Wardha,0.6459
Tiled Roof,44,Rural,Purnia,0.7095
Terracotta and Clay Tiles,31,Urban,Ahmedabad,0.8133
Terracotta and Clay Tiles,14,Urban,Kolkata,0.7974
Tiled Roof,38,Rural,Bathinda,0.7189
